Timestamp,Src IP,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,RST Flag Cnt,Label
05/07/2017 09:00:18,192.168.10.10,172.16.0.1,443,6,37458.0,2,12,926.0,2964.0,103821.92804526529,373.65218319632754,0,0,1,0,Benign
05/07/2017 09:00:08,192.168.10.4,172.16.0.1,3389,17,25604.0,30,19,12600.0,15200.0,1085343.9525259624,1913.0163192004375,1,1,0,0,Benign
05/07/2017 09:00:09,192.168.10.10,10.0.0.1,51367,6,70.0,1,1,0.0,0.0,0.0,25000.000000000004,0,1,0,0,PortScan
05/07/2017 09:00:07,192.168.10.8,172.16.0.2,21,17,44496.0,11,28,3586.0,15988.0,439805.86887161277,876.286343414371,1,0,1,0,Benign
05/07/2017 09:00:15,192.168.10.12,172.16.0.2,21,17,23531.0,22,14,4312.0,8960.0,563782.3371989295,1529.2468459283803,0,0,1,0,Benign
05/07/2017 09:00:13,192.168.10.2,172.16.0.2,80,6,33143.0,17,14,11152.0,5782.0,510783.3378578107,935.058667390583,0,1,0,0,Benign
05/07/2017 09:00:16,192.168.10.14,172.16.0.2,21,17,50549.0,36,22,21600.0,12342.0,671334.4805079214,1147.1745881049862,0,1,0,0,Benign
05/07/2017 09:00:16,192.168.10.5,172.16.0.1,80,17,1320.0,10,10,6138.0,5244.0,8557894.736842105,15037.593984962406,1,1,1,1,Web Attack - Brute Force
05/07/2017 09:00:02,192.168.10.7,172.16.0.1,443,17,29346.0,7,3,4158.0,957.0,174240.35972203297,340.64586455920426,0,0,0,0,Benign
05/07/2017 09:00:27,192.168.10.1,172.16.0.1,8080,6,57241.0,11,14,4224.0,5432.0,168660.8094181761,436.67359522104414,1,0,0,0,Infiltration
05/07/2017 09:00:12,192.168.10.5,10.0.0.1,8080,17,23014.0,35,14,5845.0,4172.0,435067.7553856845,2128.2140375260597,0,0,0,0,Benign
05/07/2017 09:00:16,192.168.10.4,10.0.0.1,443,17,15566.0,4,13,1228.0,9347.0,678929.1217257319,1091.422701592193,0,1,0,0,Benign
05/07/2017 09:00:29,192.168.10.5,172.16.0.1,22,6,22279.0,23,19,6233.0,3116.0,419444.56906994485,1884.337565615326,0,1,0,0,Benign
05/07/2017 09:00:13,192.168.10.8,172.16.0.2,8080,6,13550.0,18,4,14688.0,1680.0,1207079.6460176993,1622.4188790560472,1,0,0,0,Benign
05/07/2017 09:00:28,192.168.10.8,172.16.0.2,443,6,50607.0,5,8,695.0,3056.0,74105.53766521129,256.83070905031906,0,1,0,0,Benign
05/07/2017 09:00:32,192.168.10.9,172.16.0.2,443,6,35393.0,5,9,2440.0,2871.0,150015.53540660394,395.44671355534837,0,1,0,1,Infiltration
05/07/2017 09:00:29,192.168.10.12,172.16.0.1,22,6,12009.0,25,31,13075.0,22413.0,2952658.291039188,4659.289458357601,1,1,0,0,Benign
05/07/2017 09:00:07,192.168.10.4,10.0.0.1,22,17,48331.0,2,18,866.0,14292.0,313564.0553567365,413.72747771043214,0,0,0,0,Benign
05/07/2017 09:00:15,192.168.10.15,10.0.0.1,21,6,48164.0,31,25,10292.0,10600.0,433677.9175488853,1162.4527753560012,0,1,1,0,Benign
05/07/2017 09:00:12,192.168.10.5,10.0.0.1,8080,6,1757.0,32,32,6176.0,5664.0,6700622.524052065,36219.58121109224,0,1,1,0,Benign
05/07/2017 09:00:16,192.168.10.4,172.16.0.2,3389,17,28367.0,22,21,8140.0,16800.0,878880.7837333052,1515.3116960919053,0,1,1,0,Benign
05/07/2017 09:00:16,192.168.10.1,172.16.0.2,22,17,23442.0,37,10,20868.0,4130.0,1065921.8829950537,2004.0934675081016,1,1,0,0,Benign
05/07/2017 09:00:08,192.168.10.15,172.16.0.1,80,17,3393.0,10,10,468.0,12850.0,3913605.642080517,5877.167205406993,1,0,0,1,Web Attack - Brute Force
05/07/2017 09:00:13,192.168.10.15,10.0.0.1,443,6,5972.0,27,35,13905.0,18165.0,5361083.249749248,10364.426613172853,1,1,0,0,Benign
05/07/2017 09:00:22,192.168.10.13,10.0.0.1,8080,17,35638.0,2,29,584.0,1392.0,55430.87971274685,869.6140035906641,0,1,1,0,Benign
05/07/2017 09:00:41,192.168.10.15,172.16.0.2,8080,17,54064.0,38,8,3192.0,1920.0,94537.11580426822,850.6860968302695,0,0,0,0,Benign
05/07/2017 09:00:18,192.168.10.6,10.0.0.1,80,6,42738.0,27,8,10368.0,2280.0,295873.49115748104,818.7517544680453,1,0,0,0,Benign
05/07/2017 09:00:33,192.168.10.14,172.16.0.2,16042,6,45.0,1,1,0.0,0.0,0.0,36363.63636363636,1,0,0,1,PortScan
05/07/2017 09:00:29,192.168.10.9,172.16.0.1,8080,17,12135.0,27,16,9018.0,6912.0,1311650.8851379168,3540.55166735282,1,1,0,0,Benign
05/07/2017 09:00:15,192.168.10.5,172.16.0.2,443,6,5364.0,6,26,4374.0,4654.0,1679940.4540379606,5954.5962039449205,1,0,0,0,Benign
05/07/2017 09:00:10,192.168.10.6,172.16.0.1,21,17,42699.0,24,26,17952.0,17602.0,832470.9077711956,1170.7134327659273,1,1,0,0,Benign
05/07/2017 09:00:20,192.168.10.15,172.16.0.2,22,17,33157.0,20,34,7720.0,19414.0,818102.3306298428,1628.1243404588897,0,0,0,0,Benign
05/07/2017 09:00:47,192.168.10.1,172.16.0.1,52129,17,67.0,1,1,0.0,0.0,0.0,25974.025974025975,0,0,1,1,PortScan
05/07/2017 09:00:27,192.168.10.12,10.0.0.1,3389,17,18376.0,4,24,2804.0,12624.0,839116.7192429022,1522.8978570651584,0,1,1,0,Benign
05/07/2017 09:00:05,192.168.10.9,172.16.0.2,21,17,57866.0,20,29,6460.0,2291.0,151202.57101389175,846.6376390904692,1,1,1,0,Benign
05/07/2017 09:00:16,192.168.10.3,172.16.0.2,443,6,15885.0,39,4,18954.0,2496.0,1349480.9688581314,2705.2532242843663,1,0,0,0,Benign
05/07/2017 09:00:45,192.168.10.15,172.16.0.1,80,17,40544.0,15,3,4470.0,162.0,114218.07959757361,443.85264092321347,0,0,0,0,Benign
05/07/2017 09:00:17,192.168.10.8,172.16.0.2,3389,6,23306.0,20,36,1840.0,26568.0,1218390.8045977012,2401.7841825355977,0,1,1,0,Benign
05/07/2017 09:00:17,192.168.10.6,172.16.0.2,3389,17,14882.0,26,20,5642.0,8900.0,976497.4482943863,3088.9067955949504,0,0,0,0,Infiltration
05/07/2017 09:00:12,192.168.10.14,10.0.0.1,8080,6,7594.0,8,17,4536.0,8976.0,1776959.4950026302,3287.7432930036825,1,0,0,0,Benign
05/07/2017 09:00:42,192.168.10.2,10.0.0.1,443,17,58666.0,6,23,1434.0,4830.0,106755.74340445836,494.2395527984184,0,0,0,0,Benign
05/07/2017 09:00:43,192.168.10.2,172.16.0.2,22,17,58907.0,21,3,1764.0,1719.0,59117.06298691379,407.35271653342835,1,0,1,0,Benign
05/07/2017 09:00:18,192.168.10.4,172.16.0.2,21,6,263.0,38,23,7258.0,17112.0,89267399.26739927,223443.22344322343,0,0,0,0,Benign
05/07/2017 09:00:25,192.168.10.3,172.16.0.2,21443,6,9.0,1,1,0.0,0.0,0.0,105263.15789473684,1,1,0,0,PortScan
05/07/2017 09:00:52,192.168.10.7,172.16.0.2,21,6,28566.0,34,31,12444.0,5766.0,637248.0403135498,2274.636058230683,1,0,0,0,Benign
05/07/2017 09:00:13,192.168.10.7,10.0.0.1,21,6,29240.0,29,25,11803.0,16975.0,983863.2478632479,1846.1538461538462,0,0,1,0,Benign
05/07/2017 09:00:53,192.168.10.1,10.0.0.1,15499,6,33.0,1,1,0.0,0.0,0.0,46511.62790697674,1,0,1,1,PortScan
05/07/2017 09:00:34,192.168.10.2,10.0.0.1,21,6,17611.0,7,6,2289.0,2280.0,259292.8891663356,737.7560864877134,1,1,1,0,Benign
05/07/2017 09:00:13,192.168.10.1,10.0.0.1,21,6,16562.0,8,34,1704.0,28390.0,1815954.622254405,2534.3953656770454,0,0,1,0,Benign
05/07/2017 09:00:07,192.168.10.3,172.16.0.2,3389,17,25652.0,20,32,17340.0,19328.0,1428883.1735640245,2026.3424518743668,0,0,1,0,Benign
05/07/2017 09:00:42,192.168.10.13,172.16.0.1,80,17,6900.0,37,20,30562.0,11360.0,6066859.62373372,8248.91461649783,0,0,1,0,Benign
05/07/2017 09:01:04,192.168.10.8,172.16.0.1,80,17,2045.0,10,10,100.0,7392.0,3645742.092457421,9732.3600973236,0,0,0,1,Web Attack - Brute Force
05/07/2017 09:00:36,192.168.10.2,172.16.0.1,80,6,3770.0,10,10,2688.0,4935.0,2016666.6666666667,5291.005291005291,1,0,0,1,Web Attack - Brute Force
05/07/2017 09:00:07,192.168.10.8,172.16.0.1,3389,17,9155.0,38,30,27968.0,17820.0,4995962.902345881,7419.530823786144,0,1,0,0,Benign
05/07/2017 09:00:45,192.168.10.10,172.16.0.2,8080,6,23222.0,23,13,14352.0,4017.0,790676.652892562,1549.5867768595042,1,1,0,0,Benign
05/07/2017 09:01:08,192.168.10.7,172.16.0.1,443,17,49358.0,1,26,716.0,11570.0,248865.66196726623,546.9129800680603,1,0,0,0,Benign
05/07/2017 09:00:53,192.168.10.11,172.16.0.1,22,6,53768.0,34,10,7616.0,7770.0,286102.123544944,818.1784372791847,0,1,0,0,Benign
05/07/2017 09:00:31,192.168.10.3,172.16.0.2,443,17,19446.0,36,17,21708.0,3179.0,1279142.6809210526,2724.095394736842,0,0,0,0,Benign
05/07/2017 09:00:31,192.168.10.4,172.16.0.2,3389,17,1926.0,21,10,14700.0,7160.0,11291322.314049587,16012.396694214876,1,1,0,1,Infiltration
05/07/2017 09:00:08,192.168.10.11,172.16.0.1,443,6,55349.0,5,24,1005.0,3288.0,77548.36611933018,523.8533933055148,1,0,1,0,Benign
05/07/2017 09:00:24,192.168.10.3,10.0.0.1,443,17,9227.0,14,26,7014.0,12714.0,2135758.363104904,4330.410306376529,1,1,1,0,Benign
05/07/2017 09:00:16,192.168.10.5,10.0.0.1,3389,17,49595.0,28,33,4144.0,14124.0,368269.32768874103,1229.7147464973289,0,1,0,0,Benign
05/07/2017 09:00:58,192.168.10.10,10.0.0.1,22,17,47873.0,37,34,3996.0,23086.0,565586.951527682,1482.780945220642,1,1,1,0,Benign
05/07/2017 09:00:33,192.168.10.11,172.16.0.2,21,17,2242.0,11,4,2057.0,356.0,1071492.0071047957,6660.746003552397,0,1,1,1,Infiltration
05/07/2017 09:00:34,192.168.10.7,172.16.0.1,10736,17,11.0,1,1,0.0,0.0,0.0,95238.09523809522,1,1,1,0,PortScan
05/07/2017 09:00:43,192.168.10.7,172.16.0.2,22,17,11796.0,18,22,9234.0,6424.0,1326274.7755378622,3388.1077418261902,0,1,1,0,Benign
05/07/2017 09:01:00,192.168.10.14,172.16.0.1,21,17,6444.0,22,18,3850.0,7596.0,1773473.8146885652,6197.706848466068,0,0,1,0,Infiltration
05/07/2017 09:00:08,192.168.10.14,10.0.0.1,443,6,53839.0,24,23,7368.0,2783.0,188508.60740218018,872.811008560976,1,1,0,0,Benign
05/07/2017 09:00:26,192.168.10.4,172.16.0.2,24596,6,41.0,1,1,0.0,0.0,0.0,39215.686274509804,0,0,1,0,PortScan
05/07/2017 09:00:36,192.168.10.1,10.0.0.1,443,17,14997.0,27,2,17685.0,1426.0,1273472.3795562072,1932.431531951756,0,1,0,1,Infiltration
05/07/2017 09:00:18,192.168.10.15,172.16.0.1,80,6,20833.0,37,36,3071.0,28800.0,1529098.4982967903,3502.374898047306,0,0,0,0,Benign
05/07/2017 09:00:36,192.168.10.13,10.0.0.1,42961,6,45.0,1,1,0.0,0.0,0.0,36363.63636363636,1,0,0,0,PortScan
05/07/2017 09:01:05,192.168.10.7,172.16.0.2,8080,17,11987.0,28,36,6664.0,31392.0,3172126.364924565,5334.667000083355,0,0,1,0,Benign
05/07/2017 09:00:18,192.168.10.1,172.16.0.1,22,6,58304.0,20,17,1340.0,10268.0,199060.25997187637,634.4960043900263,1,1,0,0,Benign
05/07/2017 09:00:47,192.168.10.10,172.16.0.1,3389,17,51198.0,26,8,12402.0,976.0,261248.24246211527,663.9587564443055,0,1,0,0,Benign
05/07/2017 09:01:07,192.168.10.15,172.16.0.2,22,6,5331.0,36,22,11988.0,1144.0,2458715.5963302753,10859.3896274106,0,0,0,0,Benign
05/07/2017 09:00:38,192.168.10.4,172.16.0.1,80,6,30652.0,16,24,11232.0,7056.0,596438.5884808558,1304.546344008871,1,1,0,0,Benign
05/07/2017 09:00:29,192.168.10.1,172.16.0.1,80,6,22254.0,27,1,21843.0,218.0,990882.1415738412,1257.6356449874238,1,0,1,0,Benign
05/07/2017 09:00:19,192.168.10.3,10.0.0.1,3389,6,36203.0,15,5,11295.0,4335.0,431612.95667301794,552.2878524286858,0,0,1,0,Benign
05/07/2017 09:00:20,192.168.10.7,10.0.0.1,443,17,15727.0,27,20,10935.0,12280.0,1475185.867700324,2986.592107771494,1,1,0,0,Benign
05/07/2017 09:01:20,192.168.10.11,10.0.0.1,443,17,36134.0,11,24,5137.0,16008.0,585021.0270030986,968.3488269145639,0,0,1,0,Benign
05/07/2017 09:01:01,192.168.10.15,172.16.0.1,80,17,2174.0,10,10,7722.0,2740.0,4790293.04029304,9157.509157509157,0,1,1,0,Web Attack - Brute Force
05/07/2017 09:00:10,192.168.10.3,172.16.0.2,80,6,1703.0,10,10,2800.0,12122.0,8711033.274956217,11675.423234092235,1,0,1,0,Web Attack - Brute Force
05/07/2017 09:00:52,192.168.10.15,172.16.0.2,21,17,36628.0,20,11,1180.0,990.0,59228.12380588459,846.1160543697799,1,0,0,0,Benign
05/07/2017 09:00:31,192.168.10.9,172.16.0.2,8080,17,482.0,37,34,14171.0,10948.0,51054878.048780486,144308.9430894309,0,1,1,0,Benign
05/07/2017 09:00:42,192.168.10.5,172.16.0.2,8080,17,9895.0,4,6,1700.0,3810.0,556284.7046945988,1009.5911155981828,0,1,1,0,Benign
05/07/2017 09:00:42,192.168.10.14,172.16.0.1,8080,6,45945.0,15,20,5235.0,5120.0,225329.12631922532,761.6146230007615,1,1,0,0,Benign
05/07/2017 09:01:04,192.168.10.15,172.16.0.2,80,17,1399.0,10,10,11917.0,12837.0,17568488.28956707,14194.464158977997,0,1,1,0,Web Attack - Brute Force
05/07/2017 09:01:38,192.168.10.6,172.16.0.2,80,17,27346.0,9,13,6732.0,2769.0,347309.5481795584,804.2111419798216,1,1,0,0,Infiltration
05/07/2017 09:01:17,192.168.10.2,10.0.0.1,21,17,30180.0,37,16,15910.0,9952.0,856641.2719443525,1755.5481947664791,1,0,1,0,Infiltration
05/07/2017 09:01:06,192.168.10.7,10.0.0.1,443,17,45877.0,26,22,11986.0,3872.0,345588.0750539368,1046.0479002767668,1,1,0,0,Benign
05/07/2017 09:00:56,192.168.10.9,172.16.0.2,8080,17,32373.0,13,8,2886.0,6896.0,302072.0748540901,648.488404409721,0,1,0,1,Infiltration
05/07/2017 09:01:19,192.168.10.10,10.0.0.1,21,17,27982.0,7,10,2261.0,6690.0,319769.9342669334,607.3163761074593,0,1,1,0,Benign
05/07/2017 09:01:08,192.168.10.5,172.16.0.1,443,6,47947.0,23,26,4439.0,13182.0,367433.3256875951,1021.7486498321413,0,0,1,0,Benign
05/07/2017 09:01:32,192.168.10.12,10.0.0.1,443,17,13074.0,30,14,15990.0,714.0,1276673.8000611435,3362.885967594008,0,1,1,0,Benign
05/07/2017 09:01:32,192.168.10.10,10.0.0.1,8080,6,18886.0,4,10,360.0,1010.0,72502.11685012701,740.8975444538527,1,1,0,0,Benign
05/07/2017 09:01:45,192.168.10.14,10.0.0.1,443,6,57437.0,18,34,13572.0,5100.0,325030.0276776855,905.182167911292,0,0,1,0,Benign
05/07/2017 09:00:35,192.168.10.14,10.0.0.1,8080,17,12490.0,15,33,12090.0,3993.0,1286640.0,3840.0000000000005,0,1,0,0,Benign
05/07/2017 09:01:23,192.168.10.2,10.0.0.1,80,6,17730.0,11,10,6259.0,3550.0,552931.2288613303,1183.7655016910937,0,1,1,0,Benign
05/07/2017 09:00:12,192.168.10.11,10.0.0.1,22,6,18360.0,25,38,1525.0,26030.0,1500000.0,3429.5046271094175,0,1,0,0,Benign
05/07/2017 09:01:00,192.168.10.6,172.16.0.1,3389,17,27504.0,34,38,29750.0,24662.0,1977611.39783383,2616.8496038380463,0,1,0,0,Benign
05/07/2017 09:00:24,192.168.10.8,172.16.0.2,80,6,38482.0,7,29,5656.0,22446.0,730073.7815650004,935.2592746544735,1,1,0,0,Benign
05/07/2017 09:01:26,192.168.10.2,172.16.0.1,22,17,8132.0,16,36,8960.0,27792.0,4513878.6538933925,6386.637189879637,0,0,0,0,Benign
05/07/2017 09:00:49,192.168.10.14,172.16.0.2,21,17,48421.0,1,11,146.0,6875.0,144969.13134149613,247.77518531519067,0,1,1,0,Benign
05/07/2017 09:00:12,192.168.10.10,172.16.0.1,80,6,1340.0,10,10,20790.0,6960.0,20555555.555555556,14814.814814814814,0,1,0,0,Web Attack - Brute Force
05/07/2017 09:01:03,192.168.10.4,172.16.0.2,8080,17,3001.0,11,35,4323.0,5670.0,3318830.9531717035,15277.316506144138,0,1,0,0,Benign
05/07/2017 09:01:41,192.168.10.11,10.0.0.1,21,17,40169.0,14,2,8190.0,228.0,209512.43186739337,398.21797456382683,1,1,1,0,Benign
05/07/2017 09:01:42,192.168.10.3,172.16.0.2,3389,17,47803.0,19,14,16074.0,3094.0,400895.1540376048,690.1888607700835,1,0,0,0,Benign
05/07/2017 09:01:04,192.168.10.2,172.16.0.1,8080,6,54162.0,10,15,8420.0,1800.0,188658.34748578598,461.4930222255039,0,1,1,0,Benign
05/07/2017 09:00:39,192.168.10.8,172.16.0.1,21,17,52477.0,8,9,5224.0,5481.0,203955.26511326613,323.88972507478036,1,1,1,0,Benign
05/07/2017 09:00:26,192.168.10.3,10.0.0.1,80,17,1502.0,10,10,13454.0,8550.0,14552910.052910052,13227.513227513227,0,0,1,0,Web Attack - Brute Force
05/07/2017 09:00:52,192.168.10.13,10.0.0.1,443,17,57315.0,16,21,9488.0,4347.0,241343.21849105976,645.4426515481902,0,1,1,0,Benign
05/07/2017 09:00:13,192.168.10.13,172.16.0.2,21,6,2537.0,26,34,8736.0,6256.0,5886140.557518649,23557.126030624262,1,1,1,0,Benign
05/07/2017 09:00:40,192.168.10.7,10.0.0.1,443,17,6025.0,24,15,9960.0,780.0,1779618.889809445,6462.303231151616,1,0,1,0,Infiltration
05/07/2017 09:00:40,192.168.10.9,172.16.0.1,80,6,59036.0,3,38,732.0,28234.0,490566.6768282356,694.3738779934289,0,1,1,0,Benign
05/07/2017 09:00:27,192.168.10.14,172.16.0.1,80,6,3725.0,10,10,7854.0,6164.0,3753145.9170013387,5354.75234270415,0,1,1,0,Web Attack - Brute Force
05/07/2017 09:01:22,192.168.10.1,10.0.0.1,8080,17,57857.0,26,11,11908.0,7942.0,343027.97794943576,639.39723849517,1,0,0,0,Benign
05/07/2017 09:00:41,192.168.10.9,172.16.0.2,22,17,42907.0,24,13,7800.0,1495.0,216580.84209054685,862.1292261807674,1,1,0,0,Benign
05/07/2017 09:02:05,192.168.10.13,172.16.0.1,27744,17,5.0,1,1,0.0,0.0,0.0,133333.3333333333,0,0,0,0,PortScan
05/07/2017 09:00:56,192.168.10.12,172.16.0.2,8080,6,57823.0,7,15,5628.0,10935.0,286393.5815192018,380.4056507530303,1,0,0,0,Benign
05/07/2017 09:01:24,192.168.10.1,172.16.0.2,80,6,24900.0,30,3,13020.0,2577.0,626134.0826977118,1324.7691690084305,0,0,0,0,Benign
05/07/2017 09:00:42,192.168.10.11,172.16.0.1,53173,17,12.0,1,1,0.0,0.0,0.0,90909.09090909091,1,0,1,0,PortScan
05/07/2017 09:02:08,192.168.10.14,172.16.0.2,3389,6,56232.0,36,28,23652.0,4368.0,498204.18904021906,1137.9396180790156,0,1,1,0,Benign
05/07/2017 09:01:12,192.168.10.15,172.16.0.1,45730,17,5.0,1,1,0.0,0.0,0.0,133333.3333333333,1,1,1,0,PortScan
05/07/2017 09:00:43,192.168.10.10,172.16.0.2,8080,17,2267.0,9,4,3879.0,876.0,2088274.044795784,5709.266578831796,0,0,1,0,Infiltration
05/07/2017 09:00:43,192.168.10.12,10.0.0.1,21,17,32697.0,4,30,1508.0,10350.0,362552.3588222705,1039.532821720121,1,0,0,0,Infiltration
05/07/2017 09:01:42,192.168.10.1,172.16.0.1,80,17,4834.0,10,10,7968.0,14328.0,4602807.597027251,4128.819157720893,1,0,1,1,Web Attack - Brute Force
05/07/2017 09:00:29,192.168.10.12,172.16.0.2,3389,6,33636.0,23,18,14076.0,9360.0,696546.39481662,1218.5698151340425,0,0,0,0,Benign
05/07/2017 09:01:14,192.168.10.10,10.0.0.1,21,17,47461.0,9,6,3159.0,4854.0,168797.79233637376,315.9823892481725,1,1,1,0,Benign
05/07/2017 09:00:15,192.168.10.11,172.16.0.1,80,6,38901.0,20,9,8640.0,2934.0,297448.0224101154,745.2905348102079,1,0,0,0,Benign
05/07/2017 09:00:30,192.168.10.13,10.0.0.1,8080,6,43430.0,36,32,9504.0,16288.0,593738.4898710864,1565.3775322283607,0,1,0,0,Benign
05/07/2017 09:01:31,192.168.10.15,172.16.0.2,17047,6,81.0,1,1,0.0,0.0,0.0,21978.021978021978,1,0,1,1,PortScan
05/07/2017 09:01:31,192.168.10.5,10.0.0.1,22,17,51001.0,32,19,28768.0,4693.0,655956.558389367,999.7843602360275,1,0,1,0,Benign
05/07/2017 09:00:15,192.168.10.14,172.16.0.2,443,6,32016.0,21,27,8883.0,16362.0,788265.7840504588,1498.7822394304624,0,0,1,0,Benign
05/07/2017 09:01:17,192.168.10.10,172.16.0.2,8080,6,38284.0,26,19,19422.0,12464.0,832663.080378127,1175.118817569332,0,0,0,0,Benign
05/07/2017 09:01:33,192.168.10.10,10.0.0.1,8080,6,34305.0,23,30,10718.0,6120.0,490689.20297246095,1544.514060906309,1,1,0,0,Benign
05/07/2017 09:01:18,192.168.10.4,172.16.0.1,3389,17,44281.0,7,25,1953.0,1250.0,72317.17504684924,722.4944119572824,1,1,1,0,Benign
05/07/2017 09:01:19,192.168.10.6,10.0.0.1,22,17,44840.0,10,24,6210.0,19080.0,563879.5986622074,758.082497212932,1,1,1,0,Benign
05/07/2017 09:02:07,192.168.10.14,172.16.0.1,8080,17,5355.0,22,26,13882.0,19266.0,6178564.77166822,8946.877912395154,0,1,0,0,Benign
05/07/2017 09:02:08,192.168.10.6,10.0.0.1,21,6,51339.0,7,35,5845.0,7070.0,251514.14827942118,817.932189526573,1,1,0,0,Benign
05/07/2017 09:01:36,192.168.10.1,10.0.0.1,443,6,30476.0,13,13,3068.0,8229.0,370563.5373614118,852.8504887489339,1,0,0,0,Benign
05/07/2017 09:01:04,192.168.10.10,172.16.0.1,80,6,2194.0,10,10,2336.0,16107.0,8367967.332123411,9074.410163339382,0,1,1,0,Web Attack - Brute Force
05/07/2017 09:02:10,192.168.10.15,10.0.0.1,8080,6,31449.0,38,32,27132.0,25280.0,1666041.5143520136,2225.118408086716,1,1,1,0,Benign
05/07/2017 09:01:54,192.168.10.10,172.16.0.1,8080,6,25650.0,5,34,4115.0,1972.0,237217.4590802806,1519.8752922837102,0,1,0,0,Benign
05/07/2017 09:00:49,192.168.10.5,172.16.0.1,80,17,12738.0,24,35,18288.0,11445.0,2332365.8613115787,4628.176968936305,1,0,0,0,Benign
05/07/2017 09:01:56,192.168.10.11,172.16.0.1,21,17,55702.0,20,39,15620.0,12987.0,513480.0402067777,1059.0178058587019,0,0,0,0,Benign
05/07/2017 09:02:30,192.168.10.1,172.16.0.1,8080,6,40707.0,19,10,14782.0,8900.0,581624.3829358744,712.2332195397499,1,0,1,0,Benign
05/07/2017 09:01:57,192.168.10.10,172.16.0.2,8080,6,59030.0,11,31,8470.0,7595.0,272103.65853658534,711.3821138211382,1,0,0,1,Infiltration
